"","T0","T4","T8","Tend"
"13",0,0.284960894414431,1.11966686810364,1
"36",0,0.724214430726109,0.990336309214075,1
"37",0,0.880569795387221,1,1
"40",0,0.791991101536023,1.00785452462285,1
"76",0,0.218218712273696,1,1
"81",0,0.120749108832614,0.874935871331055,1
"84",0,-0.0249975414589896,0.601464228262516,1
"87",0,0.122572392549843,0.916145612504897,1
"90",0,0.109456538377907,0.944650395802497,1
"91",0,-0.246273032114807,0.954342487529269,1
"97",0,0.701404022970291,1,1
"99",0,-0.135694177588664,1.00550955325774,1
"108",0,0.0132346130656896,0.974161317523057,1
"118",0,-0.650426182206067,1.00888223110562,1
"121",0,-0.267148000229418,0.802810362109116,1
"122",0,-0.151163408524235,0.927816100781045,1
"153",0,0.522639243254555,1,1
"163",0,0.736372479204272,1,1
"179",0,0.50067176014302,0.793222920122701,1
"182",0,0.23094738419128,0.882327113321311,1
"188",0,0.362718536314888,0.893895653116816,1
"194",0,0.467101419262736,0.98943237427275,1
"206",0,0.464152617204534,0.992937630137599,1
"210",0,-0.27296014339102,1,1
"211",0,0.308218859600233,0.776310326597725,1
"224",0,-0.671333104785682,1,1
"225",0,0.283843971410552,1,1
"235",0,0.283843971410552,0.738544081340733,1
"241",0,-0.979521386807658,0.925260209509074,1
"246",0,0.774098718725227,1,1
"268",0,0.283642293261352,1.04815783063824,1
"288",0,0.520887503780891,0.950661631797551,1
"305",0,0.845872867420493,0.966242832782415,1
"328",0,0.761114825444173,1,1
"333",0,0.274693679313762,0.944893012120451,1
"359",0,0.045355888416238,0.651476293960126,1
"368",0,0.0447451708381859,0.652370852351056,1
"375",0,0.836178029887604,1,1
"378",0,0.107790316735703,0.426989327309584,1
"385",0,-1.12586556695926,0.978176887301416,1
"400",0,0.779535328154103,1,1
"402",0,-0.0918367458686464,1,1
"418",0,0.457521415423869,1,1
"419",0,-0.624768827366308,0.826436375739435,1
"422",0,-0.067031451929834,0.948403649868083,1
"423",0,0.168321681315214,0.936579093014921,1
"434",0,0.57925547703391,1.00496228071676,1
"436",0,0.601744686140597,1,1
"467",0,0.808973729866707,1,1
"494",0,0.382548288689236,0.992939633838476,1
"546",0,0.522353549641333,1,1
"562",0,0.442459915324242,1,1
"563",0,0.14401897129923,0.949547163511833,1
"565",0,0.487353525080748,0.967583906185237,1
"566",0,0.0988645771559224,0.970100486366568,1
"567",0,0.560641014750089,0.99177976735075,1
"569",0,0.586524645466911,0.947369691931277,1
"597",0,0.326462332610454,1.07337958435876,1
"599",0,-0.876076544461307,1,1
"611",0,-0.0424020547269686,1,1
"615",0,0.43975697429239,1,1
"617",0,0.346319828742655,1.12580276876503,1
"681",0,0.418856175266479,0.854176873881548,1
"684",0,0.802059546145789,0.92542090932234,1
"685",0,0.734515445827813,0.980620141257926,1
"686",0,0.849145436035435,1,1
"722",0,0.681989069027372,0.651476293960126,1
"734",0,0.809119873540571,1,1
"757",0,0.456956390082633,0.976215907448817,1
"762",0,0.151529709065244,0.878509613119513,1
"770",0,0.410746017137197,0.738899341152234,1
"807",0,-0.432539144864694,1,1
"845",0,0.897080102149868,1,1
"846",0,-0.153967133750161,1,1
"847",0,-0.221535442366055,1.14195613794513,1
"848",0,0.503001996570482,0.979069839127303,1
"849",0,0.967858484722981,0.957886632766951,1
"850",0,0.906984500459217,0.985352590783809,1
"851",0,0.933337846330534,1,1
"852",0,0.929375816848618,1,1
"855",0,0.317650227428566,0.702011907838109,1
"878",0,0.442470072274343,0.978197799825762,1
"882",0,0.367878790604776,0.884870523808354,1
"883",0,0.590385022851121,1,1
"941",0,0.402913604735669,0.869225197725097,1
"945",0,-0.273722968540332,-0.560655864031205,1
"951",0,1,0.738544081340733,1
"952",0,0.761134553306177,0.934601039035808,1
"955",0,0.0832691706308268,0.965371300356394,1
"977",0,-0.27296014339102,0.305076040078068,1
"984",0,-0.30171512808524,0.890594622265764,1
"986",0,-0.0461284878984636,1.07888441308854,1
"987",0,-0.283747246522046,0.919031612822211,1
"1032",0,0.363672695144687,1,1
"1069",0,-0.234462526199091,1,1
"1070",0,0.609059310314512,1,1
"1071",0,0.156751332659111,1.00837505415583,1
"1072",0,-0.149208863239059,0.975253640890431,1
"1073",0,0.296521288448171,1.09067190605266,1
"1082",0,1,1,1
"1099",0,-0.293382856857882,0.202828571467845,1
"1155",0,0.672420445494185,0.738448290175497,1
"1226",0,1,1,1
"1231",0,0.395329327871143,1,1
"1234",0,0.0500269520481141,0.829305277230659,1
"1237",0,0.485489348993537,0.759517028459091,1
"1271",0,0.71997960509138,0.829305277230659,1
"1289",0,0.325714682756004,1.04317097568525,1
"1319",0,0.809119873540571,1,1
"1330",0,0.266539798273543,0.346556635961597,1
"1332",0,0.0450492808978284,0.738544081340733,1
"1333",0,0.810461441962891,0.964193334688114,1
"1351",0,0.426992688001211,1,1
"1417",0,0.0553122268566953,0.893872698126585,1
"1429",0,0.547936495489476,0.985857743428556,1
"1438",0,0.623192071536958,1,1
"1440",0,0.615361496661801,0.782069363489208,1
"1453",0,-0.0411822582074491,0.763948670474539,1
"1465",0,1,1,1
"1472",0,0.518491889632651,1.14168525806238,1
"1541",0,-0.157530887667619,0.68091097688642,1
"1576",0,0.758537813237206,0.988983834714786,1
"1578",0,0.129493277512858,1.0499337765146,1
"1579",0,0.10596308144565,0.8719850390979,1
"1617",0,-0.100207002343065,0.62131714544507,1
"1677",0,0.752599669459545,1.05706891647212,1
"1789",0,-0.242171236820518,1,1
"1791",0,0.410746017137197,0.660431243110718,1
"1804",0,0.761234096755946,0.609268369109477,1
"1822",0,0.743590756787371,1,1
"1830",0,-0.273722968540332,1,1
"1861",0,0.399002639935176,0.985643751512847,1
"1900",0,0.120118170462315,0.748883016941719,1
"1987",0,-0.387497911554651,1.00278775045938,1
"1989",0,-0.584331847441125,0.875068598853363,1
"2021",0,0.283473771099121,1,1
"2038",0,0.411977978604649,0.839514871643769,1
"2039",0,-0.260683623643602,1.14168525806238,1
"2057",0,0.0450492808978284,0.478681136487923,1
"2079",0,0.118986750325156,0.918618754321461,1
"2130",0,0.665542736493254,1,1
"2175",0,-0.973107143754204,0.865366186555435,1
"2182",0,0.853047131649121,1,1
"2192",0,0.692560577825532,1.01635614107055,1
"2193",0,0.554077879653293,1,1
"2196",0,0.852995956977852,0.919748758645851,1
"2197",0,0.688295980204203,0.964345829820508,1
"2198",0,0.576292794249519,0.989210965616932,1
"2200",0,0.862485109453052,0.967805933188326,1
"2201",0,0.735880411555283,1.00748329317939,1
"2219",0,0.601811306313701,1,1
"2249",0,0.47873224314471,1,1
"2265",0,0.676837983787331,1.09563838995468,1
"2275",0,0.54382209213738,1,1
"2292",0,0.37976372927339,0.993051259766699,1
"2317",0,-0.157381970854287,0.97258450385991,1
"2324",0,0.100573964521588,1,1
"2325",0,0.0205038359950609,1.0151585870742,1
"2326",0,0.000242359663854537,0.976015062750169,1
"2329",0,0.152213945794753,0.98786952869034,1
"2330",0,0.0965694851017786,1,1
"2333",0,0.522121839546905,0.977249935632588,1
"2334",0,0.974871819937132,1,1
"2379",0,0.761114825444173,1,1
"2380",0,0.681989069027372,1,1
"2399",0,0.808973729866707,0.791382939130156,1
"2405",0,-0.273722968540332,0.652370852351056,1
"2459",0,0.363672695144687,0.651476293960126,1
"2470",0,0.344507469097012,0.987487282447114,1
"2491",0,0.180810944551982,0.925480416715563,1
"2495",0,0.601811306313701,0.913061936153244,1
"2496",0,0.520339337513205,0.85730373652715,1
"2498",0,0.522353549641333,1,1
"2549",0,0.232641029349313,0.989151734989104,1
"2553",0,-0.732124763171943,0.934601039035808,1
"2579",0,1,0.738544081340733,1
"2596",0,0.199436712363184,1.01420370628141,1
"2599",0,0.045355888416238,-0.0413262623689918,1
"2619",0,-0.524915009136288,-0.0491446724176612,1
"2648",0,0.864279430571697,0.706771085907312,1
"2683",0,0.304962400745244,0.921312581626727,1
"2712",0,0.362751952608732,1.00774988889338,1
"2713",0,0.474135890066544,0.947025823401398,1
"2714",0,0.630715027760308,1,1
"2718",0,0.245537026245802,0.944925662801466,1
"2719",0,0.522094205092743,0.980678680193267,1
"2720",0,0.494572593433132,1.01949316368355,1
"2721",0,0.681467143952198,1,1
"2817",0,0.796658001701561,1,1
"2834",0,0.641673548278797,0.804599645867802,1
"2835",0,0.590494351375651,0.925260209509074,1
"2838",0,-0.149946255100528,1,1
"2861",0,-0.787316331446726,1.17071209111022,1
"2886",0,0.363213710910456,1,1
"2908",0,0.256723647297628,0.884087100540945,1
"2909",0,-3.20319553791927,1,1
"2917",0,0.043348569888675,0.898121128306625,1
"2918",0,0.121085336466368,0.787766163212644,1
"2932",0,0.235929430459719,0.790805149749,1
"2949",0,-0.27296014339102,0.305076040078068,1
"2951",0,-0.193745043212691,0.738544081340733,1
"2997",0,-0.365167594145919,1,1
"2998",0,0.163830432600197,1,1
"3063",0,0.338642903536237,0.817366953199592,1
"3091",0,0.522184738876265,0.58365315938168,1
"3116",0,1,0.218816654840239,1
"3124",0,0.411259167481202,0.987023895805481,1
"3138",0,0.0443449084761019,0.941866454997701,1
"3139",0,-0.657042101738368,0.447655636324753,1
"3147",0,0.0886852782464841,0.878905686647188,1
"3199",0,0.2662331023685,0.921620770531898,1
"3203",0,0.0441829015421248,1,1
"3222",0,0.33531465376876,0.997447106246074,1
"3225",0,0.191362870337734,0.897017378760363,1
"3248",0,0.485489348993537,1,1
"3259",0,0.212109061507715,1,1
"3283",0,0.46590012536867,0.850821835329587,1
"3284",0,0.419102554173883,0.840690097555719,1
"3314",0,0.681989069027372,-0.387734810719049,1
"3318",0,0.363672695144687,1,1
"3319",0,0.363672695144687,1,1
"3321",0,-0.479868131014515,1,1
"3322",0,-0.528321590278929,1,1
"3324",0,0.674327436501156,-0.216063830739868,1
"3329",0,0.363672695144687,1,1
"3359",0,0.448639755345494,1,1
"3361",0,0.522639243254555,1,1
"3363",0,0.363672695144687,1,1
"3364",0,0.269226130896671,1,1
"3381",0,0.587002367011533,0.98707987167545,1
"3387",0,0.48289449115789,0.907407222331583,1
"3413",0,-0.567071182480805,0.746795972643684,1
"3417",0,0.579867568672114,1,1
"3418",0,-0.236730314165563,1,1
"3419",0,0.143834310238436,0.997252207310181,1
"3420",0,0.0939815233497421,1.10110553819375,1
"3424",0,0.67204385459296,0.96160408176314,1
"3425",0,-0.791388496992829,0.979658636517075,1
"3432",0,0.960215424686219,1,1
"3446",0,0.363672695144687,0.651476293960126,1
"3468",0,-0.364827831468239,1,1
"3473",0,0.52216614697925,1,1
"3476",0,0.305153346007544,1.03926417559216,1
"3479",0,-0.0240387790602646,1,1
"3495",0,0.249186340691476,1,1
"3509",0,0.434228690533708,0.813588763675371,1
"3535",0,-0.254465259290763,1,1
"3571",0,0.0507269395450043,0.0386305626158844,1
"3574",0,0.138449334878125,0.873878411203722,1
"3600",0,0.568391982184155,1,1
"3601",0,0.934116718511268,1,1
"3602",0,0.93050323833876,1,1
"3603",0,1.06582074465114,1.19345788789202,1
"3610",0,0.252772410551703,0.954001527219567,1
"3636",0,0.216926285187362,0.724141291785988,1
"3638",0,0.410463011860345,0.862955076001436,1
"3671",0,0.0847862502144826,0.964037662433513,1
"3677",0,0.0603016139236723,0.648001182477036,1
"3689",0,-0.243858139393807,1,1
"3691",0,-0.716227252698832,1.05291265453432,1
"3692",0,-1.20828798366864,0.905611548652858,1
"3707",0,0.214175992767788,0.820316680161688,1
"3711",0,1,1,1
"3723",0,0.847962358427681,0.905297652347171,1
"3724",0,0.38644770555009,0.71723533725229,1
"3737",0,0.826335287629663,1,1
"3771",0,0.0450492808978284,1,1
"3803",0,0.33537312617435,1.00462445314779,1
"3804",0,0.507544220399718,1.00871903786096,1
"3809",0,0.20821116693709,0.791245142690902,1
"3816",0,0.0445942931129221,1,1
"3835",0,0.0707641574369153,0.943660052108459,1
"3849",0,0.653906747831164,0.664722168260234,1
"3850",0,-0.359330936731468,0.95363050950745,1
"3855",0,-1.00585290216713,0.870468299245537,1
"3856",0,-0.251840597254779,0.997605628235191,1
"3858",0,-0.167102749174017,0.934237450850105,1
"3871",0,0.465890754536856,1.06666442365806,1
"3883",0,0.171807893489443,0.722240681778313,1
"3884",0,0.101873385420547,0.86301990099058,1
"3886",0,0.436525016931532,1.03455060919388,1
"3887",0,-0.387779617648216,0.982976310579141,1
"3888",0,0.0442698019282362,0.928049809405536,1
"3889",0,0.535050703431314,0.906127104778125,1
"3896",0,-0.0649355805544469,0.927875531162976,1
"3899",0,0.0998610924363243,0.949444152316784,1
"3931",0,0.343133957794565,1.01889882371305,1
"3933",0,0.351433769809854,1,1
"3937",0,-0.177616768982096,0.454800872093727,1
"3981",0,0.183894994303559,1.04906304660141,1
"4027",0,-0.12379032094369,0.703773900572353,1
"4105",0,0.283843971410552,1,1
"4106",0,0.727138549682969,1,1
"4142",0,0.222483239536285,0.741294119919933,1
"4151",0,-0.464179117203133,0.894530798785666,1
"4152",0,-0.81275556987502,0.98797088645442,1
"4153",0,0.265771854319473,1.00362087577165,1
"4170",0,0.728506280188641,0.604282679801534,1
"4172",0,0.174553682046876,0.941587286073661,1
"4176",0,0.501485270183178,0.904139619580378,1
"4177",0,0.180738900130567,1,1
"4221",0,0.115075467492903,0.922720718447247,1
"4264",0,-0.274932251362564,0.603514590453582,1
"4312",0,0.244187280762219,0.98958469760413,1
"4315",0,0.706023703618703,1,1
"4316",0,0.854213878122047,1,1
"4389",0,0.713414617683234,0.687392525239159,1
"4413",0,0.168337283496302,0.866938535299263,1
"4414",0,0.141366031767922,0.818478042466449,1
"4422",0,0.106975771449176,0.64278513303498,1
"4433",0,0.638377180077812,1,1
"4454",0,-0.542360854828336,0.860169971726927,1
"4487",0,0.730131428746456,1,1
"4490",0,0.713414617683234,1,1
"4521",0,0.285447722913934,0.0768420314517397,1
"4522",0,0.283473771099121,1,1
"4553",0,0.761434190385819,1,1
"4571",0,0.213957491914841,0.686083449206032,1
"4590",0,0.273999229973889,1.03457754618089,1
"4601",0,0.426992688001211,1,1
"4607",0,0.522297005204748,0.791382939130156,1
"4627",0,0.614228563568818,0.87983771825843,1
"4672",0,1,1,1
"4674",0,1,0.790805149749,1
"4684",0,0.312484396517289,0.734225746243352,1
"4691",0,-0.114994856264313,1,1
"4698",0,-0.338091085808049,0.838057553099663,1
"4726",0,1.1068465262862,0.850291194481016,1
"4822",0,0.423604121684349,0.863949185123544,1
"4877",0,0.00271961040777742,0.903878299277727,1
"4903",0,-0.0307810788223428,0.91343117256396,1
"4907",0,-0.166078732730004,0.974299117202076,1
"4910",0,0.0448664660821928,0.790805149749,1
"4925",0,-0.297067702951305,0.962626355059399,1
"4953",0,0.264955293588243,0.439516067546643,1
"4963",0,-0.410944015664248,0.933857412126468,1
"4964",0,-0.493590929126373,0.980504189496781,1
"4992",0,0.840918035277585,1,1
"5004",0,0.0536630990298934,0.665628430322392,1
"5009",0,0.045355888416238,1,1
"5010",0,0.045355888416238,0.305076040078068,1
"5034",0,0.605776509449219,0.98075848489902,1
"5041",0,0.283843971410552,1,1
"5062",0,0.518641919663013,0.717596773435441,1
"5069",0,0.163657698524695,0.972081475773825,1
"5071",0,0.486682409828778,0.995684716360162,1
"5072",0,0.307879348766604,0.910221673709443,1
"5099",0,0.474856662301577,1.02237852099348,1
"5101",0,-0.337258993286848,0.582884862026951,1
"5111",0,0.42658781760589,1,1
"5131",0,0.239280644960316,0.914960606375493,1
"5135",0,-0.0956854248458074,0.974552616299403,1
"5138",0,-0.113022679744012,0.994010202130538,1
"5153",0,0.856687105113854,1,1
"5157",0,0.415085586391646,0.924851136859406,1
"5158",0,0.861819733154362,1,1
"5160",0,0.898338557366685,0.977733950790375,1
"5199",0,0.768868843760074,0.97750582147931,1
"5201",0,0.524099613752925,1,1
"5204",0,0.78927241037676,1,1
"5206",0,0.796658001701561,1,1
"5208",0,0.479509309831703,1,1
"5210",0,0.20821116693709,1.12734492641288,1
"5218",0,0.823041585959225,1,1
"5270",0,0.674327436501156,1.14168525806238,1
"5335",0,0.044658848699885,1,1
"5349",0,0.708552610559243,1.08575930019749,1
"5416",0,-0.0746117069950204,1.01084515556719,1
"5417",0,0.7988059792979,1,1
"5418",0,-0.407844945384405,0.993794542571674,1
"5419",0,0.877462638386651,1,1
"5421",0,-0.303066276476727,0.974907635692338,1
"5431",0,-0.0345255329919257,0.926500934084112,1
"5495",0,-0.230822672803746,0.94834946335938,1
"5496",0,-0.347695403373632,0.932484885430047,1
"5508",0,0.704547772868285,0.815253970021031,1
"5509",0,0.813526489410315,1,1
"5515",0,0.54344594836754,0.451465208011589,1
"5563",0,1,0.305076040078068,1
"5571",0,0.880595942687695,1,1
"5572",0,0.816994100504623,1,1
"5589",0,0.618056410674687,1,1
"5605",0,0.895125672658559,1.03103710000347,1
"5616",0,-0.501872828736164,1,1
"5618",0,0.223928330681882,0.864991372614631,1
"5628",0,0.521389205995302,0.735502868742856,1
"5638",0,-0.27296014339102,1,1
"5639",0,0.362670217835428,0.80246636710395,1
"5663",0,-0.0358655128714721,0.618196331299099,1
"5664",0,-0.0189516604763754,0.468816206673569,1
"5670",0,0.0347948607472106,0.952059325251675,1
"5679",0,0.761134553306177,1,1
"5680",0,0.921669623956186,1,1
"5681",0,0.840918035277585,0.47908637219465,1
"5687",0,0.0638364100076245,0.925414078915286,1
"5767",0,0.426992688001211,1,1
"5771",0,-0.228332302447368,1,1
"5808",0,-0.351888503451645,0.953173977196492,1
"5818",0,-0.300953492025353,0.995433821385283,1
"5850",0,0.429811217326958,0.973574579011554,1
"5853",0,0.320344307242321,0.930516472294342,1
"5854",0,-0.0616285727253645,1,1
"5855",0,0.597641631666219,1,1
"5856",0,0.139528479614916,1.00873752158103,1
"5859",0,0.826522718375224,0.996275601379577,1
"5897",0,1,0.790805149749,1
"5917",0,0.126674000710481,0.836116196473233,1
"5948",0,0.573572374636169,1.04792519472093,1
"5960",0,-1.2279059915494,-1.08056131647858,1
"5972",0,0.766767277989283,0.92843272693242,1
"6017",0,0.0448664660821928,1,1
"6018",0,1,1,1
"6027",0,0.424780412451768,0.763948670474539,1
"6068",0,-0.0839633598694741,0.683491930429105,1
"6119",0,0.184421488638417,0.727200123825891,1
"6121",0,-0.409641011777766,0.959576172877187,1
"6127",0,0.761434190385819,1,1
"6169",0,0.590494351375651,1,1
"6180",0,0.363672695144687,1,1
"6192",0,0.045355888416238,0.651476293960126,1
"6231",0,0.906434291255473,0.984057138140532,1
"6241",0,-0.153660097659911,0.96319335433777,1
"6263",0,-0.105244666733843,0.972202244683254,1
"6265",0,1,1,1
"6270",0,0.462482294697288,1,1
"6293",0,0.123955706403197,0.9409485392015,1
"6307",0,0.23551953608177,0.791575400106825,1
"6313",0,-0.581968852813405,0.933208891693075,1
"6325",0,0.0450492808978284,0.738544081340733,1
"6326",0,0.578974910652157,0.94131574320252,1
"6329",0,-0.0918367458686464,1,1
"6340",0,-0.0153606323001846,0.739597585065041,1
"6341",0,0.126172473966941,0.821510645132052,1
"6344",0,-0.327317830916005,0.941866454997701,1
"6347",0,0.163763053311897,1,1
"6359",0,-0.337258993286848,1,1
"6361",0,0.630023397706429,0.983120655630723,1
"6363",0,0.0443344703470785,0.835447768075673,1
"6364",0,-0.774876617914157,0.851117313886616,1
"6365",0,-0.138715355322533,0.960888279306101,1
"6366",0,0.184105278530978,0.898368684508691,1
"6375",0,0.169681570329051,0.454800872093727,1
"6376",0,0.761434190385819,0.738544081340733,1
"6378",0,0.522297005204748,1,1
"6390",0,0.329969746956675,0.956712228397223,1
"6412",0,0.472123049148807,0.822148662067503,1
"6414",0,0.00917592240527557,0.953405285044378,1
"6442",0,-0.254282024763452,1,1
"6486",0,0.297798900466534,0.978642717328652,1
"6501",0,0.572931630032723,0.985200601864179,1
"6502",0,0.406513354300299,1,1
"6516",0,-0.832851377099619,0.787082478084588,1
"6520",0,0.624555502025964,1,1
"6532",0,0.124080147099271,1,1
"6533",0,-0.313724686628459,1,1
"6541",0,0.203979366703722,1,1
"6617",0,0.606530621769009,0.938447400189045,1
"6649",0,0.280435084085223,0.816215745934057,1
"6651",0,0.262892119793349,0.712403137934926,1
"6687",0,0.602536440116952,1,1
"6688",0,0.711610727702291,1,1
"6729",0,-0.91065878044179,0.825654307732168,1
"6730",0,-0.219388288367941,0.963914977001117,1
"6734",0,0.116147174585143,0.99345819016913,1
"6748",0,-0.351346372580284,0.808615055759398,1
"6751",0,0.426992688001211,0.790805149749,1
"6752",0,0.681989069027372,1,1
"6778",0,-0.217953644735009,-0.191417900723589,1
"6809",0,0.536622247751536,0.968288548229229,1
"6810",0,0.507844573710149,0.935734407195845,1
"6811",0,0.753379170551336,1,1
"6812",0,0.68966959360874,0.993204237267146,1
"6816",0,0.893207301798825,1.00179508811034,1
"6817",0,0.919831354932944,0.972689316841413,1
"6822",0,0.480874255485796,1.00980846165544,1
"6823",0,0.948712023522927,1.00657714531676,1
"6849",0,0.57162849887977,0.968067802946383,1
"6850",0,0.557311593637045,1,1
"6852",0,0.432539576400596,1,1
"6854",0,0.401157944245016,0.97346912378949,1
"6856",0,0.332058658755328,0.728953568152721,1
"6863",0,0.199334072913084,0.787145203996476,1
"6874",0,-0.896457362520591,0.703773900572353,1
"6905",0,0.294214654257543,0.359153462789485,1
"6910",0,-0.984736682425097,0.519516998715105,1
"6965",0,0.363672695144687,1,1
"6993",0,0.138470521205238,1.01770756450573,1
"7000",0,0.0443449084761019,0.826307404384775,1
"7023",0,0.0391457475486548,0.956687135101343,1
"7034",0,0.563616749259753,0.916208255255686,1
"7051",0,-0.292980909466829,0.998666726275229,1
"7059",0,-0.454815111984092,1.01407822338547,1
"7062",0,0.734576170443039,1,1
"7068",0,1,1,1
"7069",0,0.0302444381100296,1.03374964585543,1
"7121",0,-0.0131870771346276,0.9534533846647,1
"7143",0,-0.146196320302896,1,1
"7166",0,-0.27296014339102,1,1
"7169",0,0.617855738132093,1,1
"7180",0,0.762560431424067,0.851718722937727,1
"7206",0,0.114992664259146,1,1
"7207",0,0.176948834219689,1,1
"7232",0,0.362788897581704,0.93434523643464,1
"7238",0,0.667277609795422,0.83179565503015,1
"7240",0,0.851941576244023,1.00991301179064,1
"7241",0,0.357294593861277,1,1
"7263",0,0.641793677813743,0.349304721853751,1
"7265",0,0.698197228344413,1,1
"7295",0,0.045355888416238,1,1
"7331",0,0.08775120338597,0.905159483280117,1
"7368",0,-0.0616285727253645,1,1
"7371",0,0.528916909770819,1,1
"7388",0,0.928338534082042,1,1
"7392",0,0.0195353435123875,0.883170076052399,1
"7396",0,0.298705388039278,1.02648614877202,1
"7442",0,0.761434190385819,-1.34042325527843,1
"7460",0,-0.637818832531215,-0.189249908601397,1
"7477",0,0.394712410656702,0.930447925287222,1
"7483",0,0.808973729866707,1,1
"7485",0,0.958485871416237,1,1
"7486",0,0.681481378304248,1,1
"7487",0,1.07162364944574,1.07162364944574,1
"7500",0,0.590642150924848,1,1
"7511",0,-0.485934158533104,0.391858449826931,1
"7514",0,0.402913604735669,0.869225197725097,1
"7524",0,0.681581823708808,1,1
"7553",0,-0.498226703339611,1,1
"7557",0,0.261678097143749,0.972408999012182,1
"7568",0,-0.591275686779983,1,1
"7579",0,0.385259661802524,0.251453151740435,1
"7592",0,0.18480679208413,1,1
"7600",0,0.304919970629833,1,1
"7602",0,-0.114827285894836,1,1
"7603",0,0.117932654100065,0.839514871643769,1
"7604",0,0.120955487792622,0.88227533659154,1
"7605",0,0.0442657133232093,1,1
"7607",0,0.681581823708808,0.65266929805122,1
"7620",0,0.358029408629308,0.984427515046869,1
"7622",0,0.0555561673786004,0.966556394557356,1
"7623",0,0.202298109425504,0.986626476941604,1
"7626",0,0.783642530736438,0.60325848908408,1
"7631",0,0.840017155240397,0.901276253244488,1
"7638",0,-0.0812541876927594,0.998052272107346,1
"7650",0,0.0442037113833618,1,1
"7651",0,-0.81582204463446,1,1
"7653",0,-0.543668995918985,1,1
"7657",0,0.333189845015463,1,1
"7674",0,0.344075873489335,0.979480211970312,1
"7707",0,-0.0553408835243228,0.978197799825762,1
"7708",0,0.0863132441251626,0.96996837613135,1
"7711",0,0.393186972873535,0.964966075861419,1
"7725",0,0.927024683804471,1.07569126558228,1
"7726",0,0.649582799276803,0.965117698856746,1
"7728",0,0.761167593004033,1,1
"7752",0,0.0488500391377442,0.693238617998308,1
"7776",0,0.193786354725985,1,1
"7788",0,-0.0444249488335798,0.942704497899186,1
"7795",0,0.294886202136491,1,1
"7813",0,-0.170604797437264,0.929737492768611,1
"7864",0,0.317650227428566,1,1
"7875",0,0.853047131649121,1,1
"7881",0,-0.395779265952548,0.683442569093175,1
"7891",0,0.0952008197450352,0.995004994994523,1
"7913",0,0.16072308890034,0.81401402702551,1
"7916",0,-0.110615390533942,1.02161116448185,1
"7941",0,0.391321274991181,0.236619680601878,1
"7946",0,0.713414617683234,1,1
"7963",0,0.0134307107041739,0.932691338029365,1
"7964",0,0.00910371823177064,0.894967575647193,1
"7993",0,0.343021530111712,0.869600534653972,1
"7996",0,0.567419509544118,1.02791386571239,1
"7998",0,0.703415184703387,1,1
"8001",0,0.924567155416748,1,1
"8002",0,0.761134553306177,1,1
"8003",0,0.283843971410552,1,1
"8007",0,0.0488202529883021,0.739140955443678,1
"8008",0,0.681989069027372,1,1
"8009",0,1,1,1
"8014",0,0.68142465078527,1,1
